# Name,Set,Format,Mode,Bit_Depth,Width,Height,Classe,Id_Classe
181.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
34.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
76.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
220.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
227.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
369.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
9.jpg,Teste,JPEG,L,8,640,480,2 Reais,2
322.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
139.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
350.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
348.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
97.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
142.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
195.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
41.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
83.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
160.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
182.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
373.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
318.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
332.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
364.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
245.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
190.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
187.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
230.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
408.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
290.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
140.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
269.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
206.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
164.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
174.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
382.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
258.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
287.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
216.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
44.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
93.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
264.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
50.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
10.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
125.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
91.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
192.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
310.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
243.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
321.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
239.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
421.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
249.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
71.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
386.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
113.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
36.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
38.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
266.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
127.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
260.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
312.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
24.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
49.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
240.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
35.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
134.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
366.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
94.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
9.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
151.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
146.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
285.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
329.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
229.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
255.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
78.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
299.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
431.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
271.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
349.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
223.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
76.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
428.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
430.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
295.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
286.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
117.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
404.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
72.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
306.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
238.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
362.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
291.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
419.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
339.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
400.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
154.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
110.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
237.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
405.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
55.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
179.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
281.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
30.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
15.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
20.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
346.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
175.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
86.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
184.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
345.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
57.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
158.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
251.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
414.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
336.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
116.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
59.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
82.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
423.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
43.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
347.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
359.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
381.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
166.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
69.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
351.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
328.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
283.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
272.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
180.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
288.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
73.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
322.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
263.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
67.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
185.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
167.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
233.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
163.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
372.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
226.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
363.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
90.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
383.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
221.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
149.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
402.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
410.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
357.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
121.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
1.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
219.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
130.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
191.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
227.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
29.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
137.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
79.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
155.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
380.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
274.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
26.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
197.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
129.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
205.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
161.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
85.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
58.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
126.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
330.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
193.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
327.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
96.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
394.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
224.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
303.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
407.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
80.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
368.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
189.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
4.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
242.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
304.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
148.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
131.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
320.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
267.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
114.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
22.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
106.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
135.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
16.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
311.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
319.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
313.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
389.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
17.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
28.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
19.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
316.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
261.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
61.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
396.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
209.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
39.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
109.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
111.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
384.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
244.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
220.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
112.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
427.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
425.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
124.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
2.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
103.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
415.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
143.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
144.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
196.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
393.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
375.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
297.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
367.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
241.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
252.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
236.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
47.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
102.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
107.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
340.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
385.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
188.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
211.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
208.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
388.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
352.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
173.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
426.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
323.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
409.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
162.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
120.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
422.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
201.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
105.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
374.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
37.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
279.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
292.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
406.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
212.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
81.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
278.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
270.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
115.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
176.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
13.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
177.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
169.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
356.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
122.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
280.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
217.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
48.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
395.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
354.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
87.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
202.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
210.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
377.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
232.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
168.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
370.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
391.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
294.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
342.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
123.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
293.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
215.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
3.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
326.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
365.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
420.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
253.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
198.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
32.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
153.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
247.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
145.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
171.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
325.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
214.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
289.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
222.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
194.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
34.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
14.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
308.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
54.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
276.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
341.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
401.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
23.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
18.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
12.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
99.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
360.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
170.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
60.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
399.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
257.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
6.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
429.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
324.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
259.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
333.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
361.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
412.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
314.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
7.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
343.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
89.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
42.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
390.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
181.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
183.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
92.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
302.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
8.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
62.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
68.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
152.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
262.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
273.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
21.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
51.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
265.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
101.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
128.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
74.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
70.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
213.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
369.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
132.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
100.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
11.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
98.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
371.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
282.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
63.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
5.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
268.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
305.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
150.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
25.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
284.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
218.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
254.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
52.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
118.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
65.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
27.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
77.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
355.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
315.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
31.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
203.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
133.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
378.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
156.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
104.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
376.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
40.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
317.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
147.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
136.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
56.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
417.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
301.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
119.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
200.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
45.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
178.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
432.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
344.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
46.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
33.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
413.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
309.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
64.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
411.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
84.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
157.jpg,Treino,JPEG,L,8,640,480,5 Reais,5
250.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
338.jpg,Treino,JPEG,RGB,8,640,480,5 Reais,5
358.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
246.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
275.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
225.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
231.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
387.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
392.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
88.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
234.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
108.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
248.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
353.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
228.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
296.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
277.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
207.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
335.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
334.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
298.jpg,Teste,JPEG,L,8,640,480,5 Reais,5
416.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
424.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
418.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
300.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
165.jpg,Teste,JPEG,L,8,640,480,5 Reais,5
53.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
75.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
159.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
331.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
95.jpg,Teste,JPEG,RGB,8,640,480,5 Reais,5
